	sa1	sa2	sa3	sa4	sa5	sa6	sa7	sa8	sa9	sa10	sa11	sa12	sa13	sa14	sa15	sa16	sa17	sa18	sa19	sa20	sa21	sa22	sa23	sa24	sa25	sa26	sa27	sa28	sa29	sa30	sa31	sa32	sa33	sa34	sa35	sa36	sa37	sa38	sa39	sa40	sa41	sa42	sa43	sa44	sa45	sa46	sa47	sa48	sa49	sa50	sa51
ASV_121	103	42	18	0	0	0	46	79	0	162	102	70	0	0	0	186	50	79	12	25	0	17	0	43	414	77	102	0	0	0	0	141	9	56	74	0	0	0	0	35	86	20	94	163	0	0	0	42	32	0	0
ASV_122	0	0	0	145	344	76	0	0	0	0	0	0	249	43	101	0	0	0	88	69	78	0	0	0	41	0	0	303	109	66	0	0	0	0	0	0	92	52	62	0	0	0	0	0	23	259	178	0	0	0	0
ASV_123	0	0	0	0	0	0	0	0	2374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_124	0	0	0	33	43	47	0	0	0	0	0	0	25	29	29	0	0	0	0	0	18	0	0	0	0	0	0	515	418	194	0	0	0	0	0	0	285	204	366	0	0	0	0	0	54	21	86	0	0	0	0
ASV_125	0	0	0	159	58	103	0	0	0	0	0	0	42	40	26	0	0	0	0	0	0	0	0	0	24	0	0	302	407	40	0	0	0	0	0	0	290	142	343	0	0	0	0	0	64	120	203	0	0	0	0
ASV_126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558	656	868	0	0	0	0	0	0	52	135	83	0	0	0	0	0	0	0	0	0	0	0	0
ASV_127	0	69	0	101	100	136	0	0	0	0	0	41	101	71	104	0	0	0	26	53	103	0	0	0	88	41	44	88	201	0	70	0	64	0	52	91	114	60	69	0	0	58	71	73	56	69	121	0	0	0	0
ASV_128	0	0	0	51	46	65	0	0	0	0	0	0	54	61	51	0	0	0	50	57	47	0	0	0	0	0	0	876	285	356	0	0	0	0	18	0	63	93	63	0	0	0	0	0	41	0	58	0	0	0	0
ASV_129	69	64	0	0	0	0	16	26	0	165	96	84	0	0	0	119	56	80	0	0	0	58	47	67	553	27	153	0	0	0	72	114	0	40	0	0	0	0	0	87	93	37	82	84	0	0	0	0	0	0	0
ASV_130	62	77	41	0	0	0	23	0	0	175	180	199	0	0	0	0	0	0	0	0	0	0	0	0	529	274	96	63	120	0	0	0	0	48	0	0	20	30	0	6	0	0	235	111	0	0	0	0	0	0	0
ASV_131	0	0	0	156	151	135	0	0	0	0	0	0	131	115	109	0	0	0	90	82	93	0	0	0	34	101	0	114	159	66	26	17	21	0	0	0	69	69	107	0	0	0	21	0	144	78	160	0	0	11	0
ASV_132	28	34	0	0	0	0	17	21	0	0	18	15	0	0	0	24	40	27	0	0	0	34	44	41	126	20	113	0	0	0	453	101	141	97	69	136	0	0	0	177	164	154	15	22	0	0	0	35	25	47	0
ASV_133	120	93	39	0	0	0	135	112	0	42	92	85	0	0	0	139	142	89	10	0	0	114	64	22	12	0	24	0	0	0	30	26	39	53	21	50	0	0	0	49	49	43	95	80	0	0	0	139	76	150	0
ASV_134	43	30	17	0	0	0	52	62	0	90	39	64	0	0	0	174	168	142	0	0	0	122	87	69	66	4	50	0	0	0	103	107	13	28	7	12	0	0	0	73	85	38	60	81	0	0	0	123	123	102	0
ASV_135	43	111	17	0	0	0	42	31	0	81	44	63	0	7	52	58	80	88	17	51	35	450	377	316	0	19	0	0	8	0	0	0	9	0	30	48	0	0	0	0	26	15	19	34	0	0	0	17	24	19	0
ASV_136	0	0	0	0	0	0	0	0	4	11	13	8	0	0	0	14	12	17	0	0	0	988	539	619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_137	100	70	17	16	22	24	106	96	0	62	53	27	26	32	39	77	81	105	57	79	26	72	59	46	38	40	22	23	42	29	119	60	84	15	14	11	19	14	7	38	9	0	50	60	0	0	14	82	42	84	0
ASV_138	0	0	0	97	103	147	0	0	0	0	0	0	163	129	111	0	0	0	84	100	143	0	0	0	51	23	14	123	94	55	0	0	13	0	16	0	100	84	97	0	0	0	25	35	94	94	185	16	0	0	0
ASV_139	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1880	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0
ASV_140	22	19	10	0	0	0	46	34	0	36	36	16	0	2	0	50	50	42	0	0	0	39	15	32	77	7	75	0	0	0	109	55	35	81	35	183	0	0	0	173	77	74	100	103	0	0	0	172	176	196	0
ASV_141	12	25	0	51	52	78	8	23	0	0	0	0	60	65	71	0	0	0	28	35	49	0	0	6	81	87	20	198	287	149	56	0	25	0	32	40	75	58	79	18	16	19	27	66	48	36	140	5	0	0	0
ASV_142	0	0	0	124	194	210	0	0	0	0	0	0	174	107	83	0	0	0	90	71	85	0	0	0	40	0	0	77	61	0	0	0	0	0	0	0	110	70	142	0	0	0	0	0	91	164	228	0	0	0	0
ASV_143	15	0	6	0	0	0	39	0	0	0	21	8	0	0	0	28	23	21	0	0	0	24	24	7	46	12	52	0	0	0	72	82	70	73	25	102	0	0	0	209	130	123	104	200	0	0	0	167	149	277	0
ASV_144	14	26	0	68	133	0	61	0	0	70	41	100	119	133	94	0	0	0	23	73	16	23	0	0	0	33	0	64	565	70	0	0	0	0	43	0	110	45	74	0	0	0	0	41	0	61	0	0	0	0	0
ASV_145	0	21	10	0	0	0	0	0	0	428	846	731	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0
ASV_146	0	31	0	0	0	0	0	0	0	739	494	742	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0
ASV_147	43	33	20	0	0	0	35	26	0	0	0	0	0	0	0	29	0	26	0	0	0	0	0	0	54	41	87	0	0	0	460	110	101	106	63	85	0	0	0	103	113	100	39	59	0	0	0	99	84	133	0
ASV_148	0	0	0	22	0	165	0	0	0	0	0	0	185	175	73	0	0	0	39	17	0	0	0	0	11	0	0	40	17	51	0	0	0	0	0	0	110	413	208	0	0	0	0	0	284	92	79	0	0	0	0
ASV_149	0	0	0	0	0	0	0	0	1924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_150	0	0	0	91	76	109	0	0	0	0	0	0	85	0	39	0	0	0	0	0	0	0	0	0	0	0	0	418	308	355	0	0	0	0	0	0	62	77	91	0	0	0	0	0	60	61	83	0	0	0	0
ASV_151	108	70	43	0	16	0	72	32	0	159	113	144	15	0	0	116	117	109	0	0	0	61	27	33	16	0	13	0	0	0	7	0	13	16	16	54	0	0	0	12	28	13	106	160	0	0	0	75	57	90	0
ASV_152	0	0	0	270	92	1098	0	0	0	0	0	0	190	124	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_153	0	13	0	82	106	114	0	0	0	0	12	0	71	46	36	0	0	0	18	24	28	0	0	0	36	82	14	95	161	23	8	0	0	10	16	11	148	118	185	7	0	0	22	23	92	73	215	0	0	0	0
ASV_154	35	41	12	0	0	0	48	51	0	31	18	40	0	0	0	55	71	67	0	0	0	13	19	26	65	15	57	0	0	0	361	95	121	39	42	74	0	0	0	122	96	83	22	37	0	0	0	38	38	54	0
ASV_155	0	0	0	118	0	185	0	0	0	0	0	0	135	129	111	0	0	0	95	119	135	0	7	0	0	0	41	167	136	66	0	0	0	24	28	0	0	80	100	0	0	0	0	0	78	102	0	0	0	0	0
ASV_156	0	0	0	176	44	117	0	0	0	0	0	0	141	73	35	0	0	0	31	37	42	0	0	0	0	0	0	351	173	73	0	0	0	0	0	0	66	165	75	0	0	0	0	0	109	42	93	0	0	0	0
ASV_157	34	44	8	0	0	0	60	88	0	50	46	50	0	0	0	103	102	122	0	0	0	41	27	17	40	63	38	0	0	0	149	53	228	0	9	17	0	0	0	42	32	37	31	35	0	0	0	73	85	87	0
ASV_158	0	0	0	76	89	140	0	0	0	0	0	0	89	77	100	0	0	0	77	87	95	0	0	0	59	49	0	97	153	70	0	0	0	0	0	0	79	76	113	0	0	0	0	39	72	74	99	0	0	0	0
ASV_159	0	0	0	103	155	129	0	0	0	39	0	0	154	103	107	0	0	0	129	102	87	0	0	0	25	25	0	66	35	0	0	0	0	0	0	0	82	61	81	0	0	0	32	0	53	90	139	0	0	0	0
ASV_160	17	0	0	0	0	0	37	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	65	50	0	0	0	125	87	258	41	62	133	0	0	0	174	98	68	51	80	0	0	0	111	71	116	0
ASV_161	0	0	0	321	178	224	0	0	0	0	0	0	173	182	78	0	0	0	62	106	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	154	141	0	0	0	0
ASV_162	140	157	22	9	9	22	131	80	0	20	13	0	26	0	13	26	29	29	18	15	0	17	13	18	26	92	27	87	79	60	77	39	40	0	0	0	10	14	10	13	13	10	29	69	14	0	13	108	77	61	0
ASV_163	35	23	15	0	0	0	85	105	0	35	42	82	0	0	0	228	212	198	0	0	0	19	14	50	13	0	15	0	0	0	68	0	38	0	0	0	0	0	0	31	18	7	37	42	0	0	0	121	104	114	0
ASV_164	0	0	0	53	70	79	0	49	0	50	30	0	77	60	74	58	55	71	61	91	48	46	0	54	39	0	0	95	59	56	0	0	0	0	15	0	28	35	26	0	17	13	42	75	0	41	49	42	39	48	0
ASV_165	0	0	0	91	204	66	0	0	0	0	0	0	381	81	211	0	0	0	354	176	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	87	0	0	0	0
ASV_166	35	36	16	0	13	0	38	0	0	37	27	16	0	0	13	47	39	70	0	0	0	48	32	0	130	146	43	23	20	0	161	24	174	30	89	75	14	0	14	66	80	64	14	24	0	0	0	36	20	19	0
ASV_167	0	0	0	72	90	104	0	0	0	0	0	0	109	76	72	0	0	0	0	91	68	0	0	0	88	0	44	99	130	0	29	0	0	0	0	0	90	65	77	0	0	0	65	55	61	72	149	0	20	0	0
ASV_168	0	13	0	0	0	0	24	72	0	59	48	0	0	0	0	53	53	133	0	0	0	69	28	242	74	0	74	0	0	0	59	221	43	8	0	0	0	0	0	24	66	25	11	50	0	2	0	93	67	97	0
ASV_169	17	171	14	0	0	0	0	0	0	333	233	316	0	0	0	0	0	0	0	0	0	0	0	0	299	182	18	0	6	0	0	0	0	24	18	10	0	0	0	0	0	0	29	33	0	0	0	0	0	0	0
ASV_170	0	0	0	56	61	78	0	0	0	16	0	21	108	67	58	14	18	0	42	36	45	0	0	0	56	76	35	110	105	38	28	0	0	0	45	13	49	48	68	0	0	16	44	61	64	47	107	0	19	23	0
ASV_171	6	32	0	0	50	85	0	0	0	0	0	10	79	68	55	0	6	4	29	35	71	11	10	0	28	62	20	114	221	85	18	0	5	0	32	19	51	61	63	9	12	12	35	33	59	37	97	9	15	8	0
ASV_172	0	0	0	86	116	153	0	0	0	0	0	0	81	74	56	0	0	0	55	65	75	0	0	0	36	38	22	92	73	46	0	0	0	0	0	0	81	79	92	0	0	0	21	0	60	103	152	0	0	0	0
ASV_173	46	0	48	0	0	0	121	105	0	36	0	0	0	0	0	64	97	60	0	0	0	0	0	0	0	0	0	0	0	0	82	238	0	0	0	0	0	0	0	38	69	24	112	87	0	0	0	137	148	124	0
ASV_174	0	0	0	59	24	57	0	0	0	0	12	0	33	0	0	0	0	0	0	0	0	0	0	0	73	526	0	85	158	98	0	0	0	35	0	0	74	86	107	0	0	0	0	0	0	82	102	0	0	0	0
ASV_175	5	7	0	7	9	8	0	7	0	4	0	4	0	0	0	0	0	3	0	0	0	0	0	0	148	299	47	195	254	158	54	23	58	9	37	22	40	48	59	6	10	8	8	19	9	9	29	4	3	0	0
ASV_176	0	0	0	88	113	141	0	0	0	0	0	0	106	105	80	0	0	0	63	85	94	0	0	0	0	0	0	101	98	35	0	0	0	0	0	0	53	54	70	0	0	0	0	0	58	91	159	0	0	0	0
ASV_177	17	15	0	51	72	72	0	0	0	0	7	10	60	48	42	0	0	0	27	28	48	0	0	0	33	36	16	152	208	77	17	0	0	0	25	17	68	89	81	0	0	10	38	17	46	57	95	9	0	0	0
ASV_178	0	0	0	103	135	113	0	0	0	6	0	0	185	117	117	0	4	0	118	85	75	0	0	0	13	0	11	30	0	13	0	0	0	0	0	0	48	20	35	0	0	0	0	18	45	124	165	0	0	0	0
ASV_179	0	19	0	0	0	0	24	80	0	31	58	18	0	0	0	50	25	57	0	0	0	49	15	272	35	0	34	0	0	0	0	70	0	0	0	0	0	0	0	19	31	14	17	398	0	0	0	63	81	95	0
ASV_180	0	19	0	101	88	103	0	0	0	0	0	0	98	63	55	6	4	0	57	77	86	0	0	0	31	0	0	38	92	0	0	0	0	0	10	14	68	40	98	0	6	0	0	14	107	116	152	0	0	5	0
ASV_181	7	12	0	49	56	78	0	0	0	0	0	0	111	70	66	0	0	0	0	37	80	8	0	0	38	37	9	96	243	80	14	0	18	0	0	0	48	64	42	0	0	8	36	31	69	51	84	0	0	0	0
ASV_182	0	0	0	0	0	0	0	0	1520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
ASV_183	0	0	0	0	0	0	0	0	1528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_184	0	7	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	92	80	6	131	53	29	217	165	106	12	20	61	22	153	69	12	16	16	63	66	87	0	0	0	9	0	3	0	0	0
ASV_185	57	33	17	0	0	0	76	62	0	67	47	67	0	0	0	93	104	73	0	0	0	136	61	72	0	0	0	0	0	0	0	0	0	7	0	13	0	0	0	4	11	10	28	21	0	0	0	33	43	49	289
ASV_186	85	26	25	0	0	0	45	45	0	37	13	49	0	0	0	88	61	60	0	0	0	18	16	0	32	0	41	0	0	0	59	50	69	23	28	20	0	0	0	58	53	23	108	112	0	0	0	60	78	79	0
ASV_187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1455
ASV_188	0	39	0	49	76	80	32	0	0	0	0	0	78	71	41	0	0	0	35	60	0	27	0	0	50	36	0	66	75	67	0	0	22	0	34	0	79	53	67	0	26	0	0	50	72	68	69	0	28	0	0
ASV_189	59	111	13	0	0	0	63	58	0	14	13	19	0	0	0	58	48	48	0	0	0	36	18	22	10	0	0	0	0	0	65	0	0	30	64	104	0	0	0	67	70	65	20	30	0	0	0	34	46	49	213
ASV_190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	33	145	51	447	61	29	0	117	0	0	0	0	0	33	0	0	0	0	0	48	50	0	79	136	0	0	82	0	0	43	32
ASV_191	0	0	0	42	44	64	0	0	0	0	0	13	77	50	73	11	9	0	14	25	43	11	8	0	53	37	0	149	121	56	19	15	25	0	15	17	72	48	53	0	0	0	19	25	42	42	102	13	19	7	0
ASV_192	0	0	0	95	83	83	0	0	0	0	0	0	39	57	29	0	0	0	20	20	40	0	0	0	28	0	0	88	123	51	0	0	0	0	0	0	92	83	140	0	0	0	0	0	101	90	167	0	0	0	0
ASV_193	92	44	37	0	0	0	76	61	0	19	19	36	0	0	0	84	63	47	0	0	0	36	21	92	15	0	20	0	0	0	130	38	34	21	7	22	0	0	0	60	30	20	35	41	0	0	0	75	69	83	0
ASV_194	58	49	27	0	0	0	44	48	0	45	19	30	0	0	0	32	57	46	0	0	0	53	35	0	52	19	34	0	0	0	179	57	60	34	48	41	0	0	0	23	27	0	70	77	0	0	0	40	43	56	0
ASV_195	0	0	0	0	0	0	0	0	0	0	0	0	93	0	22	0	0	0	65	36	8	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	97	320	0	0	0	0	0	0	0	204	429	0	0	0	0
ASV_196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	160	105	0	0	0	119	0	106	64	122	184	0	0	0	0	119	112	0	0	0	0	0	35	44	0	0
ASV_197	20	42	0	0	0	0	0	0	0	216	287	260	0	0	0	32	33	49	0	0	0	73	31	206	35	0	44	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	26	25	0	0	0	0	0	0	0
ASV_198	0	29	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	68	0	0	0	156	104	90	80	192	0	0	0	154	114	205	77
ASV_199	55	69	0	0	0	0	59	0	0	0	37	51	0	0	0	71	98	75	0	0	0	31	0	0	0	0	43	0	0	0	163	0	90	0	0	0	0	0	0	97	79	48	59	53	0	0	0	59	40	93	0
ASV_200	0	20	0	39	36	56	0	0	0	8	8	0	27	52	48	0	0	0	19	36	40	16	0	0	27	34	0	169	167	101	0	0	13	0	21	0	64	45	57	0	12	10	25	0	48	42	96	15	11	8	0
ASV_201	3	12	0	24	52	58	0	0	0	0	0	0	13	23	21	0	0	0	19	20	20	0	0	0	58	170	29	16	53	30	107	0	74	31	69	100	23	32	33	68	61	72	0	0	21	18	36	0	0	0	0
ASV_202	26	13	0	0	0	0	46	92	0	0	27	19	0	0	0	46	50	228	0	0	0	78	35	375	36	0	30	0	7	0	0	49	0	0	0	0	0	0	0	30	43	10	11	23	0	0	0	22	13	56	0
ASV_203	0	0	0	36	48	72	0	0	0	0	0	0	0	45	40	0	0	0	0	34	0	0	0	0	0	0	18	138	270	121	0	0	0	0	0	15	82	87	161	0	0	0	0	0	49	39	97	0	0	0	0
ASV_204	0	0	0	51	54	73	0	0	0	0	0	0	89	71	61	0	8	0	49	44	75	0	11	0	33	13	0	95	131	63	12	0	0	0	12	11	46	49	39	0	0	0	15	0	68	61	111	0	0	0	0
ASV_205	0	27	0	84	81	106	0	0	0	0	0	0	127	93	73	0	0	0	49	68	89	0	0	0	0	14	0	61	88	44	0	0	6	9	0	0	44	32	30	0	0	0	0	0	41	46	127	0	0	0	0
ASV_206	0	0	0	87	163	138	0	0	0	0	0	0	79	87	62	0	0	0	37	55	58	0	0	0	0	10	0	41	54	22	0	0	0	0	0	0	32	53	49	0	0	0	0	0	69	104	130	0	0	0	0
ASV_207	75	149	26	0	0	0	55	19	0	59	0	60	0	0	0	0	13	12	0	0	0	58	50	13	92	0	0	0	0	0	24	0	8	59	0	22	0	0	0	70	52	21	94	75	0	0	0	70	57	69	0
ASV_208	0	11	0	38	43	52	0	0	0	0	0	0	47	39	34	0	0	0	21	15	26	0	3	0	27	20	12	220	205	89	0	0	0	0	24	10	57	41	57	0	0	0	26	16	31	42	90	0	6	0	0
ASV_209	0	19	0	46	51	97	0	0	0	0	0	0	86	59	48	0	0	0	0	52	67	0	0	0	0	38	0	146	171	64	0	0	0	0	0	0	50	47	52	0	0	0	29	22	0	33	115	0	0	0	0
ASV_210	58	67	13	0	0	0	0	0	0	0	16	41	0	0	0	15	0	0	0	0	0	0	0	0	110	34	46	0	0	0	85	20	49	144	234	135	0	0	0	19	0	26	89	53	0	0	0	0	18	16	0
ASV_211	0	0	0	0	32	41	0	0	0	0	0	0	0	31	27	0	0	0	0	0	0	0	0	0	54	265	0	115	141	0	0	0	0	0	0	0	98	108	160	0	0	0	0	0	59	52	103	0	0	0	0
ASV_212	0	0	0	73	61	69	0	0	0	0	0	0	22	131	27	0	0	0	410	318	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	17	62	52	0	0	0	0
ASV_213	23	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	656	127	0	0	0	33	137	44	44	43	0	0	0	0	0	0	0
ASV_214	3	0	0	103	162	137	0	0	0	0	0	0	193	83	278	0	0	0	64	149	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	13	0	0	0	0	0
ASV_215	27	29	14	0	0	0	45	30	0	48	69	51	0	0	0	48	34	0	0	0	0	27	23	11	37	0	33	0	0	0	240	98	130	29	0	9	0	0	0	45	38	22	28	28	0	0	0	17	22	36	0
ASV_216	82	59	23	0	0	0	28	42	0	31	24	44	0	0	0	17	25	25	0	0	0	9	4	0	24	13	9	0	0	0	22	0	9	31	134	187	0	0	0	31	40	44	41	75	0	0	0	54	61	65	0
ASV_217	14	31	0	0	0	0	44	64	0	58	39	20	0	0	0	112	123	110	0	0	0	31	0	14	28	10	20	0	0	0	96	53	54	0	0	31	0	0	0	56	29	20	0	47	0	0	0	45	28	71	0
ASV_218	0	0	0	124	157	150	0	0	0	0	0	0	138	66	80	0	0	0	43	83	94	0	0	0	0	0	0	20	22	0	0	0	0	0	0	0	17	17	25	0	0	0	0	0	60	62	88	0	0	0	0
ASV_219	0	0	0	0	0	0	0	128	0	36	28	0	0	0	0	60	25	78	0	0	0	34	0	153	60	0	92	0	0	0	0	187	0	0	0	0	0	0	0	26	35	0	0	154	0	0	0	30	59	61	0
ASV_220	0	0	0	192	211	55	0	0	0	0	0	0	37	52	49	0	0	0	33	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	21	0	0	0	0	0	0	199	279	0	0	0	0
ASV_221	59	0	0	0	0	0	34	32	0	48	97	92	0	0	0	107	80	75	0	0	0	153	84	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	30	0	0	0	0	0	0	199
ASV_222	0	0	0	52	58	85	0	0	0	0	0	0	57	40	0	0	0	0	0	0	0	0	0	0	0	0	0	166	228	108	0	0	0	0	0	0	97	99	136	0	0	0	0	0	0	0	109	0	0	0	0
ASV_223	0	5	0	0	0	0	0	96	0	0	43	0	0	0	0	33	28	97	0	0	0	70	42	256	0	0	110	0	0	0	11	118	16	10	9	3	0	0	0	27	60	20	23	74	0	0	0	30	25	27	0
ASV_224	0	0	0	0	0	59	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	544	331	161	0	0	0	0	0	0	49	58	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_225	60	61	12	0	0	0	60	64	0	22	10	19	0	0	0	59	33	66	0	0	0	17	17	0	25	27	18	0	0	0	117	41	64	28	16	24	0	0	0	87	75	43	29	29	0	0	0	42	34	33	0
ASV_226	0	0	0	153	97	115	0	0	0	0	0	0	97	112	48	0	0	0	54	152	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	29	56	0	0	0	0	0	29	110	73	0	0	0	0
ASV_227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	344	405	0	0	0	63	0	0	0	48	73	0	0	0	0	0	0	0	0	0	0	0	0
ASV_228	0	72	0	0	0	0	65	52	0	66	55	37	0	0	0	249	195	197	0	0	0	120	59	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_229	0	0	0	85	156	87	0	0	0	0	0	0	275	49	98	0	0	0	214	137	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0
ASV_230	0	0	0	59	103	70	0	0	0	0	0	0	127	85	95	0	0	0	0	0	94	0	0	0	0	0	0	59	0	45	0	0	0	0	25	0	62	61	76	0	0	0	44	55	69	0	71	0	21	0	0
ASV_231	0	19	9	0	0	0	22	16	0	0	0	0	0	0	0	29	37	39	0	0	0	0	0	0	76	29	30	0	0	0	186	99	128	42	0	0	0	0	0	125	111	59	0	23	0	0	0	45	35	51	0
ASV_232	8	21	9	64	50	58	0	14	0	0	0	23	63	66	61	0	10	0	31	35	38	17	0	0	42	30	41	56	34	30	0	0	21	0	0	11	54	16	29	15	0	0	51	41	39	40	63	18	0	0	0
ASV_233	15	29	0	0	0	0	17	11	0	81	65	41	0	0	0	50	62	56	0	0	0	361	190	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	11	0	12	0
ASV_234	68	52	21	0	0	0	25	40	0	73	55	65	0	0	0	64	79	86	0	0	0	37	27	8	0	20	0	0	0	0	47	0	16	25	50	66	0	0	0	23	23	13	53	26	0	0	0	31	41	48	0
ASV_235	40	25	0	0	0	0	33	26	0	15	24	15	0	0	0	36	35	42	9	0	0	10	6	0	30	12	45	0	0	0	69	44	116	48	32	38	0	0	0	73	58	55	50	54	0	0	0	31	38	71	0
ASV_236	0	0	0	230	102	127	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	104	127	0	0	0	0	0	0	0	53	56	188	0	0	0	0	0	0	70	85	0	0	0	0
ASV_237	26	47	10	0	0	0	27	25	0	66	129	39	0	0	0	80	64	109	0	10	0	171	113	25	15	0	20	0	0	0	0	0	0	6	19	32	0	0	0	14	18	10	14	21	0	0	0	16	18	27	0
ASV_238	0	21	0	0	0	0	0	0	0	378	241	431	0	0	0	0	0	0	0	0	0	14	8	0	31	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_239	40	27	18	0	0	0	62	52	0	31	23	31	0	0	0	85	106	61	17	0	0	22	21	0	14	0	15	0	0	0	96	46	59	15	9	15	0	0	0	24	21	27	33	44	0	0	0	36	44	57	0
ASV_240	0	0	0	174	89	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	121	66	0	0	0	0	0	0	44	45	206	0	0	0	0	0	0	64	96	0	0	0	0
ASV_241	0	0	0	101	73	253	0	0	0	0	0	0	79	35	35	0	0	0	19	37	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	22	0	0	0	0	0	0	109	121	222	0	0	0	0
ASV_242	0	12	0	43	51	59	0	0	0	0	0	0	74	39	0	0	0	0	20	46	33	0	0	0	33	29	0	71	149	85	0	0	17	0	0	0	67	36	34	17	0	0	35	25	40	48	56	0	16	0	0
ASV_243	0	0	0	55	136	221	0	0	0	0	0	0	121	95	74	0	0	0	48	80	39	2	0	0	5	4	0	20	19	0	0	0	0	0	0	0	19	6	11	0	0	0	4	0	40	36	93	0	0	0	0
ASV_244	0	0	0	87	125	93	0	0	0	0	0	0	115	50	82	0	0	0	76	112	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	17	34	0	0	0	0	0	38	94	119	0	0	0	0
ASV_245	0	0	0	24	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	145	95	0	0	0	194	0	0	152	69	99	0	0	0	0	0	0	29	35	0	0	0	0
ASV_246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	69	0	582	201	84	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_247	0	11	0	31	20	50	0	0	0	0	0	0	55	38	22	0	0	0	29	0	23	0	0	0	26	30	0	94	203	57	0	0	0	0	0	0	68	89	101	0	0	0	0	17	37	0	99	0	0	0	0
